SKU_ID,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22
I1349273,6,1,3,3,4,1,4,3,2,4,2,3,3,2,4,3
I1357593,13,17,15,15,18,14,12,17,10,14,12,9,17,10,8,14
I2222059,3,,,,,,,,,,,,0,0,0,0
I2241559,2,1,2,,,,,,,,,,0,0,0,0
I4002905,,,,1,,,,1,2,,,,0,0,0,0
I4303873,3,4,3,4,5,3,5,2,4,7,5,5,5,14,13,8
I4304873,3,3,5,3,5,6,3,5,3,5,4,6,5,3,3,3
I5602449,16,13,19,15,18,16,14,15,13,11,14,15,16,14,11,12
I5603449,6,4,7,6,7,8,7,7,4,5,6,6,6,6,7,8
I5604449,6,5,5,3,7,5,4,5,2,4,6,4,6,4,5,6
I5608449,1,1,1,,2,2,1,2,1,2,1,1,2,2,1,2
I5631449,4,2,4,3,5,4,4,4,3,6,3,4,4,4,4,3
I5634449,1,1,2,1,5,4,2,3,2,3,3,2,2,2,2,1
I5635449,5,3,3,4,3,7,3,4,4,4,4,3,5,4,2,3
I5636449,3,3,5,2,2,3,2,4,1,3,4,2,2,2,3,0
I5637449,3,1,3,2,3,4,2,3,3,3,2,2,4,3,1,2
I6002965,3,3,3,2,3,2,3,3,2,2,4,3,2,2,2,2
I6004059,6,6,6,7,6,7,10,9,7,9,8,11,12,6,10,9
I6004235,3,3,3,4,3,3,4,2,3,4,3,4,2,3,2,3
I6006159,4,3,3,1,5,2,3,2,2,2,3,2,3,1,3,2
I6701537,5,3,6,8,9,7,6,9,7,6,9,4,7,6,4,1
I7202905,13,10,14,12,17,12,13,15,7,15,9,10,8,8,9,7
I7203905,10,9,9,4,15,10,12,10,9,10,6,8,9,8,10,6
I7204379,7,7,6,6,7,7,7,7,5,10,9,10,8,7,9,6
I7601669,,1,,,,,,,,,,1,0,0,0,0
I8676959,1,1,4,1,1,1,1,1,1,,3,6,11,1,2,2
I9209859,1,,2,,1,,1,,1,1,1,1,1,1,2,1
IV000011,4,1,5,3,3,3,2,3,3,4,4,4,6,3,4,2
IV000012,3,,1,1,,1,3,,,,3,,2,0,0,0
IV000014,,,,,,2,1,,1,1,1,1,0,0,0,0
IV000015,1,1,2,1,3,2,2,1,4,2,3,4,4,1,0,0
J2251700,1,2,2,2,2,,1,2,1,,3,,2,0,2,1
J2251701,2,2,2,,3,1,,3,1,,1,1,2,1,3,0
J2251702,1,1,3,1,2,2,1,1,1,1,1,1,2,1,1,1
J2251703,,,1,1,,,1,,,1,,1,1,0,0,0
JC000007,6,4,4,5,5,6,4,5,4,5,2,2,3,2,2,1
JC000015,15,14,13,16,13,9,9,12,7,9,12,7,11,0,1,4
JC000021,3,1,2,2,1,2,1,1,3,3,3,2,4,2,2,2
JC000024,3,4,3,3,5,5,5,7,5,4,4,3,6,4,4,3
JC000026,5,2,2,4,3,4,4,4,2,4,4,4,2,2,4,3
JC000032,4,4,4,3,4,3,3,5,4,4,4,5,8,4,4,3
JC000034,2,2,2,3,2,1,1,3,1,,1,1,1,1,2,1
JC000035,9,10,13,13,12,8,12,11,10,12,10,9,10,7,9,5
JC000036,6,5,6,5,4,7,3,8,5,7,4,3,3,1,3,1
JC000051,1,1,1,1,1,2,1,,1,3,1,1,2,1,2,2
JC000053,1,1,,1,1,1,1,1,,1,1,1,9,9,8,8
JC000063,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,0
JC000084,3,,1,1,2,,1,1,,2,1,,2,1,1,0
JC000085,2,,1,1,,2,1,,,2,2,1,3,0,2,1
JC000086,2,2,2,1,2,2,3,1,3,1,1,2,2,2,2,2
JC000099,,,,1,,,,,,,,,0,0,0,0
JC000100,1,1,1,2,1,1,2,,1,1,3,1,0,2,0,0
JC000101,1,2,1,3,1,1,1,2,,2,1,1,1,1,1,0
JC000104,2,,2,3,2,1,2,,,2,2,,0,0,1,0
JC000128,,,,,,1,,,,,,,0,1,0,0
JC000131,,1,,1,1,,,,,,,,0,0,0,0
JC000132,,,,1,,,,,,,,,0,0,1,0
JC000145,4,4,4,4,3,5,4,5,4,3,4,3,4,2,4,3
JC000146,4,6,5,6,5,6,5,7,6,5,4,5,5,5,3,3
JC000147,9,7,11,10,8,8,8,8,8,7,8,10,8,8,10,6
JC000148,4,4,5,5,3,5,5,6,3,4,4,5,4,3,6,5
JC000151,2,,2,1,1,,1,3,,3,,,1,1,1,1
JC000159,2,,,,,,1,,,1,1,,0,2,1,0
JC000170,,,1,,,,,,,,,,0,1,0,0
JC000171,,,2,,,,,,,,,,0,1,0,0
JC000183,1,,,,,,,,,,,,0,0,0,0
JC000184,,,,,1,,,,,,,,0,0,0,0
JC000186,3,,4,3,1,,,,,,,,0,0,0,0
JC577091,1,,1,,,1,,,,,2,,1,0,1,0
JC577107,1,,1,,,1,,,,1,,,2,0,1,0
JC577114,2,,,,1,1,,,1,2,2,,2,1,0,0
JC577138,3,2,3,3,3,4,3,3,3,3,3,3,3,4,2,3
JC577206,4,3,4,3,5,3,3,2,3,4,2,2,3,2,1,3
JC577213,5,4,7,7,6,5,6,5,4,5,6,5,5,2,5,4
JC577305,6,5,5,4,5,5,5,5,3,5,5,6,6,4,5,3
JC577329,2,2,1,1,3,3,2,1,,2,2,,2,2,2,3
JC577343,,1,1,,2,3,,2,1,1,2,1,2,1,3,1
JC577350,2,1,1,2,1,3,1,,2,2,1,2,1,1,1,1
JC577367,3,2,2,3,3,3,3,2,2,2,2,2,4,3,2,1
JC577374,4,3,2,3,4,2,2,4,2,4,4,2,5,3,3,1
JC577480,4,2,2,4,1,3,3,4,2,2,3,4,6,4,4,4
JC577572,,,,,,,,,,1,,,1,1,0,0
JC931065,2,3,1,2,1,2,1,1,1,2,,2,2,1,2,2
JC932543,2,,1,,1,1,1,,,1,,1,0,1,0,1
JC932604,1,1,1,2,,2,1,1,,2,,2,1,1,1,1
JC932611,1,,1,,,1,,,,1,,,0,1,0,1
JC932628,1,,1,1,1,1,1,1,1,,,1,1,1,1,0
JC932635,1,1,1,2,,2,1,,1,1,1,1,1,1,1,0
JC932642,1,,,1,,,,1,1,,,1,0,0,0,0
JC932659,,1,,1,,,,,,,,,0,1,0,0
JC932666,,1,,,,,,,,,,,0,0,0,0
JC932673,1,1,,1,1,,1,,,,2,,1,1,1,0
JC932680,,1,,1,1,,,,1,2,,1,0,0,1,0
JJ084027,7,4,2,5,5,5,4,8,4,4,4,3,6,2,3,0
JJ099318,5,4,6,8,9,10,9,11,5,5,4,3,8,5,6,5
JJ124140,,2,1,2,3,2,1,2,1,1,2,1,3,1,3,4
JJ124386,8,5,4,9,8,9,8,7,8,10,5,7,8,6,7,5
JJ124478,8,7,8,8,9,9,10,13,9,12,7,6,9,4,3,4
JJ253886,7,4,4,8,6,14,15,9,5,1,2,2,2,1,1,0
KC000150,7,8,3,8,7,5,8,8,6,3,6,9,5,5,5,4
KC000198,9,11,1,6,5,9,11,9,5,9,6,6,7,6,8,4
KC000426,2,3,,,,,,,,,,,0,0,0,0
KC000822,5,5,1,,,,,,,,,,0,0,0,0
KC001959,8,9,10,7,9,9,12,7,2,7,4,3,5,5,6,2
KC001966,2,7,3,2,,,3,7,,,,,0,0,0,0
KC003128,,,,,,,,,,5,10,12,6,5,4,2
KC007289,15,10,7,6,6,9,10,10,3,8,,,0,0,0,0
KC009274,15,8,10,8,10,12,15,13,8,12,8,11,9,10,11,6
KC009281,14,6,,9,7,15,12,11,5,10,5,8,12,8,10,5
KC009380,10,,,,,,,,,,,,0,0,0,0
KC009519,7,9,10,7,10,8,8,11,8,7,4,10,10,7,8,4
KC009571,,,,4,7,3,,,,,,,0,0,0,0
KC014980,8,4,3,4,7,5,4,5,3,7,4,2,8,7,2,3
KC015000,14,14,10,12,10,11,17,17,,8,14,12,12,11,10,10
KC015109,9,8,5,3,6,5,9,,,9,11,8,10,9,8,8
KC015154,4,,,13,11,10,10,12,4,10,6,5,6,7,4,2
KC015680,9,5,6,5,6,3,,,,6,10,3,0,0,1,12
KC015697,13,11,9,8,8,9,11,8,6,11,6,5,4,5,0,0
KC015727,11,12,,2,11,7,8,10,5,7,8,9,8,11,10,9
KC020059,7,5,8,5,5,7,8,5,,7,1,2,4,2,2,0
KC020257,8,8,11,8,1,,,,,8,2,3,3,2,3,1
KC021056,3,4,3,4,,,2,12,4,8,3,4,8,5,5,5
KC021094,14,14,11,11,6,9,13,8,3,5,3,5,3,5,3,2
KC021117,11,10,10,8,14,10,2,8,,7,8,14,12,7,3,0
KC021131,10,8,2,4,,,7,14,5,7,3,7,1,10,5,3
KC021230,5,4,5,5,6,4,5,10,4,8,6,5,4,5,0,0
KC021254,16,11,13,13,10,19,13,2,,3,1,5,4,4,3,4
KC030119,5,7,10,6,3,4,5,9,2,7,3,3,4,3,3,2
KC030270,11,9,10,9,13,10,17,15,3,6,3,8,3,12,11,8
KC040118,14,10,7,11,8,4,11,15,7,9,6,11,6,7,7,6
KC040163,10,6,7,12,12,12,16,15,3,3,6,4,7,4,5,8
KC050018,19,17,,2,13,11,13,14,5,8,7,14,9,7,6,5
KC050056,4,4,5,5,7,5,6,1,,7,8,5,5,5,5,3
KC050094,10,6,11,10,10,9,13,9,,1,6,6,8,6,5,3
KC050124,12,11,6,,10,1,6,11,8,11,11,15,10,13,16,11
KC060307,14,14,11,13,11,13,14,15,6,11,5,6,5,3,6,3
KC070054,15,,,17,18,14,15,12,6,5,7,9,10,8,8,5
KC070092,7,4,,9,10,9,8,6,,9,12,8,9,6,8,6
KC090250,5,6,7,4,6,,3,1,,1,9,8,10,10,4,6
KC090458,9,10,6,7,9,9,5,9,,6,10,8,11,4,0,0
KC090557,7,8,4,4,8,5,9,,,,,,0,0,0,0
KC090656,,14,12,10,,,1,,,8,8,3,2,0,0,0
KC350010,7,5,5,6,8,12,5,6,9,10,7,9,10,9,5,4
KC350027,19,15,10,13,11,8,5,,,,,,0,0,0,0
KC350041,7,6,6,4,4,3,10,1,,,6,,10,10,8,7
KC351802,1,3,4,3,3,3,6,6,2,,5,6,6,1,0,0
KC352007,6,4,7,8,5,4,4,7,1,4,5,8,8,7,6,6
KC354308,6,5,9,1,,,,,,5,6,9,6,3,0,0
KC358009,4,4,1,,,,,,,,,,0,0,0,0
KC358047,8,6,8,5,2,3,5,1,,,,,0,0,0,0
KC358054,12,7,9,8,2,,,,,,,,0,0,0,0
KC453834,1,,,,,,,,,,,,0,0,0,0
KC453957,,,,,,,7,18,,2,5,7,7,7,6,5
KC830000,,,,,,,11,13,2,1,4,,4,6,6,10
KU000009,,,,1,,,,,1,,,,0,0,0,0
KU000015,3,3,4,2,1,2,1,1,2,4,,1,0,2,0,1
KU000018,2,3,3,2,3,3,2,4,5,5,5,6,5,3,4,4
KU000019,,,,,1,,,,1,,1,1,1,1,2,1
KV011274,4,13,10,10,11,11,9,9,6,9,7,9,6,9,7,6
KV031272,,,,,,3,1,1,2,1,1,,1,1,0,1
KV033276,3,1,3,2,2,4,2,4,2,6,4,2,3,3,3,2
KV035270,1,1,2,1,3,1,1,1,1,3,1,2,0,3,1,0
KV144032,7,5,4,6,7,7,7,6,4,8,7,8,8,6,9,6
KV144063,1,,,1,,,,,,1,,,1,0,0,0
KV144070,,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
KV144117,,,1,,,1,,,,1,,,0,0,2,0
KV144124,,,,,,,,,,,1,,0,0,0,0
KV144148,,,1,1,,,,,,,,,0,0,0,1
KV144155,,,,,1,,,,,1,,,0,0,1,0
KV144179,,,,,,,,1,,,,,0,0,0,0
KV144186,3,2,3,2,4,3,2,4,2,4,4,3,4,4,2,4
KV144193,,,,,,,1,,,1,,,0,0,0,0
KV144209,,,,1,,,,,1,1,1,,0,0,0,1
KV144223,,,,,,,,,,,1,,0,0,0,0
KV144254,,,,1,1,,,,1,,,,0,0,0,1
KV826282,6,5,6,6,4,6,8,6,1,5,9,6,6,3,6,8
KV826305,,,1,1,3,3,3,2,2,,2,,3,0,2,1
KV826343,1,1,2,5,4,2,1,2,2,3,4,4,3,2,1,1
KV826411,,,,2,3,2,5,4,4,2,9,9,6,4,3,2
KV880426,,,,,,,,,,,,1,0,0,0,0
KV880464,,,,,,,,1,,,,,0,0,0,0
LO000001,6,4,6,5,7,6,7,15,4,5,5,7,2,0,0,0
LO000003,1,1,2,1,2,2,2,7,3,6,5,9,7,5,6,7
LZ000001,8,2,2,2,1,1,1,7,2,3,4,10,7,2,0,2
LZ000002,6,2,2,2,2,1,,7,1,6,6,10,6,2,0,0
M3921031,11,7,9,12,12,11,15,13,12,10,12,12,14,11,14,9
M3941031,13,12,11,10,13,11,15,12,10,14,11,8,15,10,13,10
M5151601,1,,,,1,,,,,,,,0,0,1,0
M56B1601,14,16,16,14,15,13,11,8,8,9,10,11,13,8,9,9
M6744120,2,,,3,,,2,,1,,1,1,0,0,0,0
M8030030,5,6,7,8,8,7,1,5,2,4,2,3,2,0,0,0
M8040030,,1,2,1,1,1,1,1,,1,1,1,1,0,1,1
MCB116B1,2,4,6,7,6,3,4,6,3,4,5,7,3,4,8,4
MCB116B4,1,1,1,3,2,2,2,2,2,1,1,3,1,2,3,2
MCB116B6,5,3,6,4,3,4,2,3,2,3,4,3,2,4,4,4
MH001886,,1,,,,,,,,,,,0,0,0,0
MH105483,,2,,,,,,,,,,,0,0,0,0
MP000006,3,,1,1,1,,1,1,,2,2,5,0,2,1,0
MP000007,1,1,1,,,1,1,1,1,1,1,,1,1,1,0
MP000015,,,1,,,1,,,,,,,1,0,0,0
MP000022,,,,,,1,,,1,1,1,,1,0,0,0
MP000298,2,,1,,1,1,,,,,,1,0,0,1,0
MP000304,1,1,1,1,1,,2,1,,2,,1,1,1,1,0
MP000311,2,,2,2,1,2,,1,1,2,1,1,2,1,1,1
MP000634,3,2,1,1,2,1,2,3,1,1,2,1,3,1,3,1
MP001028,,,1,,,,,,,,,,0,1,1,0
MP001748,,,1,1,,1,1,1,1,1,,,1,0,0,1
MP001749,2,,2,1,2,1,1,2,,2,1,1,0,1,1,0
MP001750,,1,,,,,,,,,,1,0,0,0,0
MP001751,,,,1,,,,1,,,,,0,0,1,0
MP001752,,,,1,,,,,,,,,1,0,0,0
MP001753,,,,,,1,,,,,,,0,0,0,0
MP034163,8,6,6,7,8,7,8,6,2,6,7,8,7,6,8,4
MP070060,,,,,,,,1,,,,,1,0,1,0
MP095099,9,9,10,10,10,11,13,8,6,11,7,11,9,8,6,6
MP095105,2,3,2,3,2,3,2,2,3,2,2,2,3,2,2,2
MP097796,1,2,1,1,,2,1,1,1,,2,2,1,1,0,1
MP107310,13,10,9,1,6,13,6,13,7,8,9,6,2,0,0,0
MP107402,2,1,1,1,,3,1,2,3,1,1,2,1,3,1,1
MP107464,3,2,3,,,1,7,9,,12,8,8,9,6,5,6
MP107471,,1,,1,,,1,,,,1,,0,0,0,0
MP173183,6,2,1,3,9,8,6,6,8,4,3,3,4,4,6,5
MP173510,4,3,5,3,3,1,2,5,2,1,,2,6,1,1,1
MP199016,5,4,8,8,9,6,8,6,3,1,,1,9,5,7,12
MP202013,13,11,23,15,10,12,9,6,7,8,7,10,7,0,12,9
MP220011,,,,,,,2,2,,1,2,,0,1,0,0
MP229225,,,,,1,2,,,,1,2,1,0,0,1,2
MP247165,,,,,,,,,,,1,,0,0,2,0
MP339988,6,5,5,5,6,5,4,7,3,8,2,3,4,8,6,6
MP448066,1,1,1,,,,3,,,,,1,0,0,2,0
MP448134,4,3,6,6,5,2,2,3,3,4,5,14,20,14,15,16
MP448141,1,1,1,1,1,1,,1,1,1,1,,1,0,1,0
MP448202,4,3,2,3,2,2,2,4,3,2,3,2,2,4,2,1
MP448233,4,2,4,2,2,3,5,5,4,5,3,4,4,4,4,3
MP448264,,,2,,1,1,1,1,1,1,1,,0,1,1,1
MP448271,2,4,2,2,,,1,5,2,3,2,2,4,4,3,1
MP448301,2,2,2,1,3,2,2,3,2,4,3,3,3,2,3,1
MP448325,2,1,2,1,2,1,2,2,1,2,3,1,3,1,1,1
MP448332,1,1,,,1,1,,2,2,2,2,2,3,1,1,1
MP448424,1,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1
MP448707,4,5,4,5,7,4,6,5,5,5,5,5,6,6,4,4
MP448714,8,5,7,9,8,8,9,8,8,9,6,8,7,4,5,4
MP505257,9,7,8,6,10,10,8,9,7,10,6,10,9,5,9,6
MP555390,2,1,2,1,2,20,13,5,1,6,2,3,3,2,2,3
MP557232,,,,,,1,,,,,,,0,0,0,0
MP573000,,2,,,1,,1,,,1,2,,2,1,0,1
MP573017,1,1,,,1,,1,1,,,,1,1,1,0,1
MP573024,,,1,,1,1,1,1,,1,1,1,1,0,2,0
MP573031,,1,1,1,,2,,2,,2,1,,2,1,1,1
MP573048,,1,,1,,,,2,,,1,,1,0,0,1
MP573055,1,,,,,,,1,,,1,,0,0,1,1
MP573130,,1,,,,,,1,,,,,0,0,0,0
MP573147,,,,,1,,,1,,,,,1,1,0,0
MP573154,,,,,,1,,,,,,,0,0,0,0
MP573161,,,,,,,,,,1,,1,0,1,0,0
MP573178,4,3,2,3,2,3,3,3,2,3,3,3,2,3,1,1
MP573208,6,6,6,5,6,4,5,6,6,9,7,9,7,6,6,6
MP573239,10,10,9,11,10,9,12,8,3,5,3,4,6,5,4,3
MP705104,1,2,2,2,1,2,2,3,2,2,1,3,1,2,2,2
MP800904,10,20,21,20,11,8,9,10,8,10,12,11,12,11,13,7
MP843292,4,3,4,2,8,4,8,5,3,5,5,5,11,6,5,4
MP980180,11,8,7,4,5,4,3,5,3,9,11,12,11,9,8,4
MPS00007,,,,,,,,,,1,1,,0,0,0,0
MS000002,,2,3,2,3,1,1,4,,,,,0,0,0,0
MS000003,,1,,,1,,1,,1,2,1,1,2,1,2,1
MYTP210,,,,,,,,,1,,,1,0,0,0,0
MZ011606,3,5,1,1,2,5,1,3,2,3,4,3,2,2,3,2
MZ017138,6,3,6,4,4,8,4,5,4,6,4,5,5,4,9,4
MZ017367,2,1,1,1,2,,2,1,2,2,1,2,2,2,1,0
MZ017398,,,,1,1,1,1,,1,1,,,0,1,0,1
MZ017404,1,2,2,1,2,1,2,,,1,1,1,2,0,1,1
MZ017459,9,9,11,8,3,12,7,3,2,5,4,5,3,2,5,1
MZ017466,,,1,3,5,4,3,4,3,3,5,4,4,3,6,3
MZ017473,4,4,4,5,4,5,4,4,3,3,5,5,4,6,10,3
MZ017718,10,3,6,9,5,12,8,7,7,10,10,9,7,6,10,6
MZ055709,8,3,3,6,8,8,6,7,8,13,17,14,13,9,4,4
MZ055716,10,5,4,6,7,7,5,9,6,15,18,12,20,10,6,4
MZ055723,15,7,7,6,8,10,10,9,10,17,13,10,11,8,7,3
MZ055730,8,5,6,7,8,9,9,10,6,12,6,7,13,7,3,3
MZ055754,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1
MZ055778,2,1,1,2,,2,1,2,1,1,3,1,2,2,1,1
MZ055785,2,1,2,2,4,2,3,1,1,2,2,2,2,2,1,1
MZ055792,,,,,,,,,,1,,,0,0,0,0
MZ055808,4,5,3,4,5,4,5,2,3,3,1,7,4,4,4,1
MZ055853,,,,,1,,,1,,1,,1,2,1,1,0
MZ221612,2,3,3,5,,1,2,,,,,,0,0,0,0
MZ275035,2,6,4,1,,,,,,,,,0,0,0,0
MZ275042,2,6,4,3,,,,,,,,,0,0,0,0
MZ275059,2,2,1,4,,,,,,,,,0,0,0,0
MZ275189,,,,,,1,,,,,,,1,1,2,2
MZ275196,,,,,,1,6,,2,1,2,1,0,3,3,2
MZ275202,,,,,2,6,4,,,,3,3,3,3,4,4
MZ275943,,,,1,1,,,1,,1,1,,0,1,1,0
MZ275950,,,1,,1,1,1,1,,1,,,1,0,0,0
MZ275967,,,,1,1,2,,1,,,,1,0,1,0,0
MZ407478,6,1,2,2,5,4,4,1,3,5,6,12,13,6,4,3
MZ412001,2,2,,1,1,2,2,2,1,1,3,1,0,2,1,1
MZ412018,3,5,3,2,5,3,,,2,2,4,2,2,3,2,2
MZ412025,2,6,3,3,,,,,1,4,4,4,4,3,2,1
MZ412124,,,,,,,,1,,,,,0,1,0,0
MZ412131,,,,,,,,2,,,,1,0,0,0,1
MZ412148,,,,,,,,2,,,,,0,1,0,0
MZ412278,,1,,,,1,,,,,,,0,0,1,0
MZ412285,2,1,,,2,,,1,1,,1,,1,1,0,1
MZ412292,2,1,,,1,1,1,,,,1,2,1,0,0,0
MZ412308,,,1,,,3,2,,1,1,1,1,0,1,0,0
MZ412315,,,1,,,2,2,1,,1,1,,1,1,1,1
MZ412322,,,1,,1,2,1,,1,1,1,,0,2,0,1
MZ412469,,,,,,,1,,,,,,0,0,0,0
MZ412476,,,,,,,1,,,1,1,,1,0,1,0
MZ412513,,,,,,,1,4,1,2,1,2,1,2,1,2
MZ427087,7,5,5,7,6,5,4,7,6,10,12,7,6,5,6,5
MZ520884,4,3,2,6,3,7,4,7,4,5,6,10,6,5,4,4
MZ521751,,,,,,,2,1,,2,1,1,0,0,0,1
MZ702082,10,3,3,4,5,5,5,4,4,7,7,12,12,9,12,4
MZ702150,,2,2,,1,2,,1,3,3,1,3,2,2,2,1
MZ702167,3,3,5,5,8,7,7,3,4,4,6,3,3,3,4,2
MZ702259,3,2,4,2,3,3,2,1,,2,3,3,1,2,4,4
MZ702266,11,8,11,11,7,15,8,6,6,9,7,8,8,8,12,5
MZ702273,,2,1,3,4,3,3,5,2,3,2,3,4,3,3,2
MZ702358,2,2,,3,1,2,1,2,1,3,2,2,1,2,2,0
MZ702365,,,1,,,1,,,,,,1,0,0,2,0
MZ702372,,,,,,1,,,1,,1,,0,1,1,1
MZ702389,,,,,,,1,,,1,1,,0,1,1,0
MZ702396,,,,,,1,,,,,1,,0,0,1,0
MZ702440,,,,,,,,,,1,,,0,0,0,0
MZ702457,,1,,,1,1,,,1,1,,,1,0,0,1
MZ702488,,,,,,,,,,,,1,0,0,0,0
MZ702525,,,,,1,,,,,,,,0,0,0,0
MZ702532,,,,,1,,,,,,,,0,0,0,0
MZ702549,1,,,,,,,,,,,,0,0,0,0
MZ702617,,1,,,,,,1,,,,,0,0,0,0
MZ702624,,,,1,,,,1,,,,,0,0,0,0
MZ702631,,,,,,,1,,,1,,,0,0,1,0
MZ702648,,,,1,,,,,,,1,,0,0,0,0
MZ702655,,,1,,,,,,,,,,0,0,0,0
MZ702679,4,3,4,3,3,3,,,,3,7,4,4,2,4,2
MZ702686,3,2,1,1,1,1,1,,1,1,1,1,1,1,1,2
MZ702693,1,1,1,2,1,2,2,2,1,1,3,3,2,2,2,1
MZ702709,4,4,3,4,2,7,,,,1,10,4,5,3,3,2
MZ702747,2,1,1,2,3,2,1,2,1,1,2,2,2,2,2,1
MZ702822,,2,1,9,5,10,6,10,2,4,,1,0,0,2,6
MZ702839,,1,3,7,6,5,4,4,2,1,,1,0,0,2,3
MZ702884,5,5,6,6,3,9,7,,1,,9,9,4,7,5,4
MZ747119,1,,,,,,,,,,,,0,0,0,0
MZ747164,,,1,4,5,5,1,2,,,,,0,0,0,0
MZ747171,,1,1,7,5,6,5,3,1,1,,,0,1,0,1
MZ747188,,,,2,1,1,1,,,,1,,0,0,0,1
MZ747225,1,,1,,,,,1,,,,,1,0,1,0
MZ747232,1,1,1,,,1,,1,,1,1,1,0,1,1,0
MZ747263,,,,,,1,,,,,,,0,0,0,0
MZ747560,4,1,,2,3,3,3,2,3,3,2,3,1,2,2,3
MZ747591,,,,,,,,,,6,9,5,2,4,3,2
MZ747621,,,,1,,1,,1,,,1,,0,1,2,1
MZ747638,,1,,,1,1,,1,,1,1,,1,1,2,1
MZ747645,1,2,1,1,1,2,1,1,1,2,2,3,1,2,3,2
MZ747652,,,1,,,1,1,,,1,,1,1,0,1,1
MZ747683,,,,,,,,,,,1,,0,0,0,0
MZ747690,3,1,,,,,,,,,,,0,0,0,0
MZ890021,7,4,3,5,5,6,3,4,3,7,10,7,12,9,2,9
MZ890038,8,3,4,7,4,7,4,4,3,5,11,6,12,9,9,6
MZ890045,,,,,,8,2,2,3,3,6,3,7,6,5,5
MZ990536,4,2,2,4,1,3,2,1,1,2,4,1,3,3,1,1
MZM03224,,,1,,1,1,,1,1,,1,1,0,0,1,1
MZM17503,1,,1,,,,1,,,,1,,1,0,0,0
MZM17589,3,,3,4,2,4,3,3,3,5,4,3,1,3,4,4
MZM17596,,,,1,1,1,1,1,1,1,,2,0,1,0,1
MZM17602,4,3,3,2,2,1,1,1,1,2,3,4,4,3,2,3
MZM17626,2,2,2,2,3,3,4,4,2,4,2,3,1,1,3,2
MZM17633,1,2,1,2,,3,2,,1,3,3,2,2,1,2,1
MZM17640,3,4,5,2,,6,5,3,3,4,3,6,3,5,3,2
MZM17657,1,,1,,1,2,1,1,1,,2,1,1,1,1,1
MZM17671,1,2,,,1,,1,2,1,1,,2,2,1,2,1
MZM17732,7,1,3,5,4,6,3,4,4,4,6,5,2,5,5,3
MZM17886,3,4,3,5,7,10,5,4,4,3,7,5,3,4,5,5
MZM17893,,1,,,,1,,1,,1,,,1,0,1,0
MZM17909,2,2,1,1,1,1,1,1,,1,5,4,2,4,2,2
MZM17916,2,2,3,2,2,1,2,3,1,2,1,3,2,2,1,1
MZM17923,,,,,,,1,,1,,,1,0,0,1,0
MZM17930,9,6,4,5,2,5,2,2,2,4,8,10,11,7,7,5
MZM17947,1,1,1,,,,1,,1,1,,1,0,1,1,1
MZM17954,4,2,1,5,7,7,5,6,4,6,1,1,1,0,1,3
MZM17961,5,4,3,4,3,4,2,3,2,3,3,2,1,2,4,1
MZM17978,1,1,2,,2,3,2,1,1,1,1,1,1,1,3,0
MZM17985,7,2,1,5,2,2,1,2,3,2,9,5,4,2,3,1
MZM17992,5,3,4,4,3,5,2,4,2,4,5,4,4,3,4,3
MZM27032,3,3,5,5,3,5,3,5,4,5,4,5,2,5,5,3
MZM27056,2,2,4,2,2,3,2,1,3,3,3,3,2,3,4,1
MZM27100,1,1,,1,1,2,2,1,1,2,1,2,2,1,2,0
MZM27247,1,1,,,,,,,,,,,0,0,0,0
MZM47003,1,,2,2,,,,,,,,,0,0,0,0
MZM47010,,1,3,10,14,16,12,7,3,1,2,,0,1,1,6
MZM47492,,,1,5,5,12,5,8,,1,1,,1,0,2,4
MZM47607,1,,,,1,,,1,1,1,,1,0,0,0,0
MZM47614,1,,,1,,,1,,1,1,,,0,1,0,0
MZM47676,2,3,1,2,1,2,1,2,2,2,2,2,1,1,1,1
NCH00274,3,3,5,9,13,11,11,5,2,4,4,4,6,3,6,5
NCH00497,14,5,,,,,,,,,,,0,0,0,0
NCH00515,1,1,1,1,,3,4,2,,,,1,2,0,0,0
NCH00522,3,1,1,2,3,4,2,3,,5,,,0,0,0,2
NCH00553,2,1,2,3,3,5,5,4,4,3,6,4,5,4,3,0
NCH00732,,8,11,18,16,13,9,8,,12,5,1,0,9,9,7
NCH00959,10,5,8,12,8,9,7,8,6,12,11,10,8,6,8,5
NCH00966,9,7,4,5,2,6,5,4,2,6,4,3,6,2,2,3
NCH01103,4,4,4,,,,,,,,,,0,0,0,0
NCH01189,3,3,5,6,6,6,4,5,2,7,6,6,9,4,4,1
NCH02377,,,,,,,,,,9,,,0,13,14,8
NCH02742,10,8,9,1,7,14,8,,,,,,0,0,0,0
NCH02933,7,8,8,5,7,7,6,10,4,7,9,10,8,7,7,5
NCH03036,12,6,11,13,12,11,12,14,5,11,13,14,11,7,5,4
NCH03043,2,1,,1,4,2,1,3,1,3,2,2,1,1,1,1
NCH03067,5,2,2,4,5,4,4,6,3,6,5,6,8,4,2,1
NCH12437,5,3,4,6,4,5,4,5,3,8,5,4,4,5,4,4
